"post_seg2","klass","level","n","n_ov","k_pre","k_post"
"NCBITaxon:12814","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:12814","nuova_coalescenza_override",1,4,4,0,1
"NCBITaxon:12814","nuova_coalescenza_override",0,4,4,0,1
"NCBITaxon:12814","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:12814","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:1313","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:1313","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:1313","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:1313","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:1313","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1313","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1313","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1313","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1313","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1313","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1313","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:1313","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:1313","nuova_coalescenza_override",1,3,3,0,1
"NCBITaxon:1313","nuova_coalescenza_override",0,3,3,0,1
"NCBITaxon:1314","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:1314","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:1314","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:1314","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:1314","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:138950","nuova_coalescenza_override",4,3,3,0,1
"NCBITaxon:138950","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:138950","nuova_coalescenza_override",3,3,3,0,1
"NCBITaxon:138950","nuova_coalescenza_override",1,3,3,0,1
"NCBITaxon:138950","nuova_coalescenza_override",0,3,3,0,1
