"regola","n_cond","prec_A","cop_A","n_A"
"k_effective<=3 & stessi_membri & !ramo_anchor",3,0.384615384615385,0.217391304347826,13
"k_effective<=5 & frazione_efficace>=0.7 & !stessi_membri",3,0.384615384615385,0.217391304347826,13
"k_effective<=5 & I2_med<=70 & entita_STR",3,0.384615384615385,0.217391304347826,13
"k_effective<=8 & n_studi_model<=0 & frazione_efficace>=0.7",3,0.384615384615385,0.217391304347826,13
"k_effective<=8 & n_studi_model<=0 & entita_STR",3,0.384615384615385,0.217391304347826,13
"k_effective<=10 & n_studi_model<=0 & frazione_efficace>=0.7",3,0.384615384615385,0.217391304347826,13
"k_effective<=10 & n_studi_model<=0 & entita_STR",3,0.384615384615385,0.217391304347826,13
"k_kish<=2 & !dominato_da_modello & stessi_membri",3,0.384615384615385,0.217391304347826,13
"k_kish<=3 & frazione_efficace>=0.7 & !materiale_misto",3,0.384615384615385,0.217391304347826,13
"k_kish<=3 & frazione_efficace>=0.7 & !dominato_da_modello",3,0.384615384615385,0.217391304347826,13
"k_kish<=3 & frazione_efficace>=0.7 & !entita_STR",3,0.384615384615385,0.217391304347826,13
"k_kish<=3 & I2_med<=50 & stessi_membri",3,0.384615384615385,0.217391304347826,13
"k_kish<=4 & frazione_efficace>=0.7 & !stessi_membri",3,0.384615384615385,0.217391304347826,13
"k_kish<=4 & I2_med<=50 & stessi_membri",3,0.384615384615385,0.217391304347826,13
"k_kish<=5 & I2_med<=50 & stessi_membri",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & n_studi_model<=1 & frazione_efficace>=0.7",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & n_studi_model<=1 & entita_STR",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & n_studi_model<=2 & frazione_efficace>=0.7",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & n_studi_model<=2 & entita_STR",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & frazione_efficace>=0.5 & frazione_efficace>=0.7",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & frazione_efficace>=0.5 & I2_med<=60",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & frazione_efficace>=0.6 & frazione_efficace>=0.7",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & frazione_efficace>=0.7 & !materiale_misto",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & frazione_efficace>=0.7 & !dominato_da_modello",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & frazione_efficace>=0.7 & !entita_NCBITaxon",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & frazione_efficace>=0.7 & controllo_veicolo",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & frazione_efficace>=0.7 & verso_gain",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & !materiale_misto & entita_STR",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & !dominato_da_modello & entita_STR",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & entita_STR & !entita_MeSH",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & entita_STR & !entita_NCBITaxon",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=0 & entita_STR & verso_gain",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=1 & I2_med<=50 & entita_STR",3,0.384615384615385,0.217391304347826,13
"n_studi_model<=2 & I2_med<=50 & entita_STR",3,0.384615384615385,0.217391304347826,13
"frazione_efficace>=0.5 & I2_med<=60 & stessi_membri",3,0.384615384615385,0.217391304347826,13
"I2_med<=50 & I2_med<=60 & entita_STR",3,0.384615384615385,0.217391304347826,13
"I2_med<=50 & I2_med<=70 & entita_STR",3,0.384615384615385,0.217391304347826,13
"I2_med<=50 & dominato & stessi_membri",3,0.384615384615385,0.217391304347826,13
"I2_med<=50 & !dominato_da_modello & entita_STR",3,0.384615384615385,0.217391304347826,13
"I2_med<=50 & stessi_membri & controllo_veicolo",3,0.384615384615385,0.217391304347826,13
"I2_med<=50 & entita_STR & !entita_MeSH",3,0.384615384615385,0.217391304347826,13
"I2_med<=50 & entita_STR & !entita_NCBITaxon",3,0.384615384615385,0.217391304347826,13
"I2_med<=50 & entita_STR & verso_gain",3,0.384615384615385,0.217391304347826,13
"I2_med<=60 & !materiale_misto & stessi_membri",3,0.384615384615385,0.217391304347826,13
"k_effective<=4 & stessi_membri & !ramo_anchor",3,0.380952380952381,0.347826086956522,21
"k_effective<=5 & I2_med<=50 & !materiale_misto",3,0.380952380952381,0.347826086956522,21
"k_effective<=6 & I2_med<=50 & !materiale_misto",3,0.380952380952381,0.347826086956522,21
"k_effective<=10 & frazione_efficace>=0.7 & !entita_STR",3,0.380952380952381,0.347826086956522,21
"k_effective<=10 & frazione_efficace>=0.7 & !entita_MeSH",3,0.380952380952381,0.347826086956522,21
"n_studi_model<=1 & frazione_efficace>=0.7 & !entita_STR",3,0.380952380952381,0.347826086956522,21
"n_studi_model<=1 & frazione_efficace>=0.7 & !entita_MeSH",3,0.380952380952381,0.347826086956522,21
"n_studi_model<=1 & !dominato & !ramo_anchor",3,0.380952380952381,0.347826086956522,21
"frazione_efficace>=0.7 & !materiale_misto & !entita_STR",3,0.380952380952381,0.347826086956522,21
"k_effective<=8 & !dominato",2,0.379310344827586,0.478260869565217,29
"k_effective<=3 & !materiale_misto & !ramo_anchor",3,0.379310344827586,0.478260869565217,29
"k_effective<=8 & k_effective<=10 & !dominato",3,0.379310344827586,0.478260869565217,29
"k_effective<=8 & frazione_efficace>=0.5 & !dominato",3,0.379310344827586,0.478260869565217,29
"k_effective<=8 & !dominato & !dominato_da_modello",3,0.379310344827586,0.478260869565217,29
"k_effective<=8 & !dominato & controllo_veicolo",3,0.379310344827586,0.478260869565217,29
"k_effective<=8 & !dominato & verso_gain",3,0.379310344827586,0.478260869565217,29
"k_effective<=8 & k_kish<=5 & !dominato",3,0.375,0.391304347826087,24
"k_effective<=8 & n_studi_model<=1 & frazione_efficace>=0.7",3,0.375,0.391304347826087,24
"k_effective<=8 & frazione_efficace>=0.7 & !entita_NCBITaxon",3,0.375,0.391304347826087,24
"k_effective<=8 & !dominato & !ramo_anchor",3,0.375,0.391304347826087,24
"k_effective<=10 & n_studi_model<=1 & frazione_efficace>=0.7",3,0.375,0.391304347826087,24
"k_effective<=10 & frazione_efficace>=0.7 & !dominato_da_modello",3,0.375,0.391304347826087,24
"n_studi_model<=1 & frazione_efficace>=0.7 & !dominato_da_modello",3,0.375,0.391304347826087,24
"n_studi_model<=1 & !dominato & !stessi_membri",3,0.375,0.391304347826087,24
"k_effective<=4 & n_studi_model<=0 & I2_med<=70",3,0.375,0.260869565217391,16
"k_effective<=4 & I2_med<=60 & stessi_membri",3,0.375,0.260869565217391,16
"k_effective<=5 & I2_med<=60 & stessi_membri",3,0.375,0.260869565217391,16
"k_effective<=6 & I2_med<=60 & stessi_membri",3,0.375,0.260869565217391,16
"k_effective<=8 & I2_med<=70 & entita_STR",3,0.375,0.260869565217391,16
"k_effective<=10 & I2_med<=70 & entita_STR",3,0.375,0.260869565217391,16
"k_kish<=4 & n_studi_model<=1 & !dominato",3,0.375,0.260869565217391,16
"k_kish<=4 & !dominato & !entita_MeSH",3,0.375,0.260869565217391,16
"n_studi_model<=1 & I2_med<=70 & entita_STR",3,0.375,0.260869565217391,16
"frazione_efficace>=0.5 & entita_STR & !ramo_anchor",3,0.375,0.260869565217391,16
"I2_med<=60 & stessi_membri & !entita_MeSH",3,0.375,0.260869565217391,16
"I2_med<=70 & stessi_membri & !ramo_anchor",3,0.375,0.260869565217391,16
"n_studi_model<=1 & !dominato",2,0.37037037037037,0.434782608695652,27
"k_effective<=3 & frazione_efficace>=0.5 & !ramo_anchor",3,0.37037037037037,0.434782608695652,27
"k_effective<=10 & !dominato & !entita_MeSH",3,0.37037037037037,0.434782608695652,27
"n_studi_model<=1 & n_studi_model<=2 & !dominato",3,0.37037037037037,0.434782608695652,27
"n_studi_model<=1 & !dominato & !dominato_da_modello",3,0.37037037037037,0.434782608695652,27
"n_studi_model<=1 & !dominato & controllo_veicolo",3,0.37037037037037,0.434782608695652,27
"n_studi_model<=1 & !dominato & verso_gain",3,0.37037037037037,0.434782608695652,27
"k_kish<=2 & frazione_efficace>=0.5 & !materiale_misto",3,0.368421052631579,0.304347826086957,19
"k_kish<=5 & n_studi_model<=1 & frazione_efficace>=0.7",3,0.368421052631579,0.304347826086957,19
"frazione_efficace>=0.5 & I2_med<=50 & !dominato_da_modello",3,0.368421052631579,0.304347826086957,19
"k_effective<=3 & n_studi_model<=1 & !ramo_anchor",3,0.366666666666667,0.478260869565217,30
"k_effective<=3 & frazione_efficace>=0.5 & !dominato_da_modello",3,0.366666666666667,0.478260869565217,30
"n_studi_model<=2 & !dominato & !entita_MeSH",3,0.366666666666667,0.478260869565217,30
"k_effective<=3 & !materiale_misto & !entita_NCBITaxon",3,0.363636363636364,0.521739130434783,33
"k_effective<=6 & frazione_efficace>=0.6 & !stessi_membri",3,0.363636363636364,0.521739130434783,33
"k_effective<=5 & stessi_membri & !ramo_anchor",3,0.363636363636364,0.347826086956522,22
"k_effective<=6 & frazione_efficace>=0.5 & I2_med<=50",3,0.363636363636364,0.347826086956522,22
"k_effective<=8 & frazione_efficace>=0.5 & I2_med<=50",3,0.363636363636364,0.347826086956522,22
"k_kish<=5 & !dominato & !entita_MeSH",3,0.363636363636364,0.347826086956522,22
"frazione_efficace>=0.5 & I2_med<=50 & !entita_NCBITaxon",3,0.363636363636364,0.347826086956522,22
"frazione_efficace>=0.7 & !materiale_misto & !entita_MeSH",3,0.363636363636364,0.347826086956522,22
"n_studi_model<=0 & !dominato",2,0.363636363636364,0.173913043478261,11
"stessi_membri & entita_STR",2,0.363636363636364,0.173913043478261,11
"k_effective<=4 & k_kish<=2 & n_studi_model<=0",3,0.363636363636364,0.173913043478261,11
"k_effective<=4 & frazione_efficace>=0.7 & !stessi_membri",3,0.363636363636364,0.173913043478261,11
"k_effective<=4 & I2_med<=70 & entita_STR",3,0.363636363636364,0.173913043478261,11
"k_effective<=8 & stessi_membri & entita_STR",3,0.363636363636364,0.173913043478261,11
"k_effective<=10 & n_studi_model<=0 & !dominato",3,0.363636363636364,0.173913043478261,11
"k_effective<=10 & stessi_membri & entita_STR",3,0.363636363636364,0.173913043478261,11
"k_kish<=2 & n_studi_model<=0 & !entita_NCBITaxon",3,0.363636363636364,0.173913043478261,11
"k_kish<=2 & n_studi_model<=0 & !ramo_anchor",3,0.363636363636364,0.173913043478261,11
"k_kish<=2 & I2_med<=60 & stessi_membri",3,0.363636363636364,0.173913043478261,11
"k_kish<=4 & n_studi_model<=0 & entita_STR",3,0.363636363636364,0.173913043478261,11
"k_kish<=5 & n_studi_model<=0 & frazione_efficace>=0.7",3,0.363636363636364,0.173913043478261,11
"k_kish<=5 & n_studi_model<=0 & entita_STR",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & n_studi_model<=1 & !dominato",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & n_studi_model<=2 & !dominato",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & frazione_efficace>=0.5 & !dominato",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & frazione_efficace>=0.5 & entita_STR",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & I2_med<=60 & dominato",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & !dominato & !materiale_misto",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & !dominato & !dominato_da_modello",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & !dominato & !entita_NCBITaxon",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & !dominato & controllo_veicolo",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=0 & !dominato & verso_gain",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=1 & stessi_membri & entita_STR",3,0.363636363636364,0.173913043478261,11
"n_studi_model<=2 & stessi_membri & entita_STR",3,0.363636363636364,0.173913043478261,11
"!dominato_da_modello & stessi_membri & entita_STR",3,0.363636363636364,0.173913043478261,11
"stessi_membri & entita_STR & !entita_MeSH",3,0.363636363636364,0.173913043478261,11
"stessi_membri & entita_STR & !entita_NCBITaxon",3,0.363636363636364,0.173913043478261,11
"stessi_membri & entita_STR & verso_gain",3,0.363636363636364,0.173913043478261,11
"k_effective<=8 & frazione_efficace>=0.7",2,0.36,0.391304347826087,25
"k_effective<=6 & n_studi_model<=0 & !entita_MeSH",3,0.36,0.391304347826087,25
"k_effective<=8 & k_effective<=10 & frazione_efficace>=0.7",3,0.36,0.391304347826087,25
"k_effective<=8 & n_studi_model<=2 & frazione_efficace>=0.7",3,0.36,0.391304347826087,25
"k_effective<=8 & frazione_efficace>=0.5 & frazione_efficace>=0.7",3,0.36,0.391304347826087,25
"k_effective<=8 & frazione_efficace>=0.6 & frazione_efficace>=0.7",3,0.36,0.391304347826087,25
"k_effective<=8 & frazione_efficace>=0.7 & controllo_veicolo",3,0.36,0.391304347826087,25
"k_effective<=8 & frazione_efficace>=0.7 & verso_gain",3,0.36,0.391304347826087,25
"k_effective<=10 & frazione_efficace>=0.7 & !entita_NCBITaxon",3,0.36,0.391304347826087,25
"n_studi_model<=0 & !entita_MeSH & !entita_NCBITaxon",3,0.36,0.391304347826087,25
"n_studi_model<=1 & frazione_efficace>=0.7 & !entita_NCBITaxon",3,0.36,0.391304347826087,25
"n_studi_model<=2 & frazione_efficace>=0.7 & !entita_STR",3,0.36,0.391304347826087,25
"n_studi_model<=2 & frazione_efficace>=0.7 & !entita_MeSH",3,0.36,0.391304347826087,25
"k_effective<=6 & frazione_efficace>=0.5 & !entita_MeSH",3,0.358490566037736,0.826086956521739,53
"k_effective<=5 & I2_med<=60 & !materiale_misto",3,0.357142857142857,0.434782608695652,28
"k_effective<=10 & !dominato & !materiale_misto",3,0.357142857142857,0.434782608695652,28
"n_studi_model<=1 & I2_med<=60 & !materiale_misto",3,0.357142857142857,0.434782608695652,28
"n_studi_model<=2 & frazione_efficace>=0.7 & !dominato_da_modello",3,0.357142857142857,0.434782608695652,28
"n_studi_model<=2 & !dominato & !materiale_misto",3,0.357142857142857,0.434782608695652,28
"k_effective<=4 & entita_STR",2,0.357142857142857,0.217391304347826,14
"k_effective<=3 & n_studi_model<=1 & stessi_membri",3,0.357142857142857,0.217391304347826,14
"k_effective<=3 & frazione_efficace>=0.5 & stessi_membri",3,0.357142857142857,0.217391304347826,14
"k_effective<=3 & !dominato_da_modello & stessi_membri",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & k_effective<=5 & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & k_effective<=6 & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & k_effective<=8 & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & k_effective<=10 & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & n_studi_model<=1 & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & n_studi_model<=2 & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & frazione_efficace>=0.7 & !materiale_misto",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & frazione_efficace>=0.7 & !dominato_da_modello",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & frazione_efficace>=0.7 & !entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & !dominato_da_modello & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & entita_STR & !entita_MeSH",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & entita_STR & !entita_NCBITaxon",3,0.357142857142857,0.217391304347826,14
"k_effective<=4 & entita_STR & verso_gain",3,0.357142857142857,0.217391304347826,14
"k_effective<=5 & frazione_efficace>=0.5 & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_effective<=5 & frazione_efficace>=0.7 & !entita_MeSH",3,0.357142857142857,0.217391304347826,14
"k_kish<=2 & n_studi_model<=1 & stessi_membri",3,0.357142857142857,0.217391304347826,14
"k_kish<=2 & stessi_membri & !entita_MeSH",3,0.357142857142857,0.217391304347826,14
"k_kish<=2 & stessi_membri & !entita_NCBITaxon",3,0.357142857142857,0.217391304347826,14
"k_kish<=3 & n_studi_model<=0 & I2_med<=70",3,0.357142857142857,0.217391304347826,14
"k_kish<=3 & n_studi_model<=1 & frazione_efficace>=0.7",3,0.357142857142857,0.217391304347826,14
"k_kish<=4 & frazione_efficace>=0.7 & !entita_MeSH",3,0.357142857142857,0.217391304347826,14
"k_kish<=4 & !materiale_misto & entita_STR",3,0.357142857142857,0.217391304347826,14
"k_kish<=4 & entita_STR & !ramo_anchor",3,0.357142857142857,0.217391304347826,14
"k_kish<=5 & I2_med<=60 & entita_STR",3,0.357142857142857,0.217391304347826,14
"n_studi_model<=0 & frazione_efficace>=0.5 & I2_med<=70",3,0.357142857142857,0.217391304347826,14
"n_studi_model<=0 & frazione_efficace>=0.6 & !stessi_membri",3,0.357142857142857,0.217391304347826,14
"n_studi_model<=1 & I2_med<=60 & stessi_membri",3,0.357142857142857,0.217391304347826,14
"frazione_efficace>=0.5 & I2_med<=70 & stessi_membri",3,0.357142857142857,0.217391304347826,14
"I2_med<=60 & !dominato_da_modello & stessi_membri",3,0.357142857142857,0.217391304347826,14
"I2_med<=60 & entita_STR & controllo_veicolo",3,0.357142857142857,0.217391304347826,14
"k_effective<=3 & n_studi_model<=1 & frazione_efficace>=0.5",3,0.354838709677419,0.478260869565217,31
"k_effective<=3 & frazione_efficace>=0.5 & !entita_NCBITaxon",3,0.354838709677419,0.478260869565217,31
"k_effective<=3 & !dominato_da_modello & !ramo_anchor",3,0.354838709677419,0.478260869565217,31
"frazione_efficace>=0.6 & !dominato & !entita_MeSH",3,0.354838709677419,0.478260869565217,31
"k_effective<=6 & frazione_efficace>=0.5 & !ramo_anchor",3,0.352941176470588,0.782608695652174,51
"k_effective<=3 & !materiale_misto",2,0.352941176470588,0.521739130434783,34
"k_effective<=3 & k_effective<=4 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & k_effective<=5 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & k_effective<=6 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & k_effective<=8 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & k_effective<=10 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & k_kish<=3 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & k_kish<=4 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & k_kish<=5 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & n_studi_model<=1 & !dominato_da_modello",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & n_studi_model<=2 & !materiale_misto",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & !materiale_misto & !dominato_da_modello",3,0.352941176470588,0.521739130434783,34
"k_effective<=3 & !materiale_misto & verso_gain",3,0.352941176470588,0.521739130434783,34
"frazione_efficace>=0.6 & !dominato & !entita_NCBITaxon",3,0.352941176470588,0.521739130434783,34
"k_effective<=5 & entita_STR",2,0.352941176470588,0.260869565217391,17
"I2_med<=60 & stessi_membri",2,0.352941176470588,0.260869565217391,17
"I2_med<=70 & entita_STR",2,0.352941176470588,0.260869565217391,17
"k_effective<=4 & I2_med<=70 & stessi_membri",3,0.352941176470588,0.260869565217391,17
"k_effective<=5 & k_effective<=6 & entita_STR",3,0.352941176470588,0.260869565217391,17
"k_effective<=5 & k_effective<=8 & entita_STR",3,0.352941176470588,0.260869565217391,17
"k_effective<=5 & k_effective<=10 & entita_STR",3,0.352941176470588,0.260869565217391,17
"k_effective<=5 & n_studi_model<=1 & entita_STR",3,0.352941176470588,0.260869565217391,17
"k_effective<=5 & n_studi_model<=2 & entita_STR",3,0.352941176470588,0.260869565217391,17
"k_effective<=5 & frazione_efficace>=0.7 & !materiale_misto",3,0.352941176470588,0.260869565217391,17
"k_effective<=5 & frazione_efficace>=0.7 & !dominato_da_modello",3,0.352941176470588,0.260869565217391,17
