cluster_id,method,k_studies,n_sig_used,consistency_score,median_I2,pi_frac_excl0,consistency_note
pair_L4_a75cc0be,mega_aug,29,6480,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_a8160d53,mega_aug,115,6,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_abd787d4,mega_aug,117,1,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_ac346a76,mega_aug,10,5966,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_af2fea61,mega_aug,84,728,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_afecc674,mega_aug,120,623,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b000fa8b,mega_aug,6,2162,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b133326e,mega_aug,4,2606,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b4b7e0ef,mega_aug,135,48,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b5104ade,mega_aug,68,1398,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b694dae3,mega_aug,142,59,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b6b80fb5,mega_aug,146,4629,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b6f5279b,mega_aug,97,2016,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b7a580ff,mega_aug,37,3840,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_b919e92c,mega_aug,33,427,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_bcc91664,mega_aug,143,10,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_bf98b07c,mega_aug,13,1590,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_c1a073b5,mega_aug,111,20,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_c3053be0,mega_aug,116,2449,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_c335d594,mega_aug,14,6381,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_c4bc0e65,mega_aug,18,48,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_c6b76efd,mega_aug,3,8218,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_c744eaa7,mega_aug,150,582,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_c9ba758a,mega_aug,2,2396,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_ca80bbe6,mega_aug,115,76,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_cade03c9,mega_aug,61,3700,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_cc1364bd,mega_aug,146,226,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_cca6c6b8,mega_aug,84,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_cf41f577,mega_aug,119,2034,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_d15320ea,mega_aug,100,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_d24b3d13,mega_aug,126,1760,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_d2e55fb7,mega_aug,132,6887,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_d3c1a70c,mega_aug,39,10057,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_d4e066a1,mega_aug,18,30,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_d5cbb4c0,mega_aug,138,1616,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_d7634cec,mega_aug,131,11,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_db676de1,mega_aug,6,44,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_dd2fd1eb,mega_aug,142,36,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_de4509c3,mega_aug,84,3598,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_df4aa507,mega_aug,58,14,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_df74a4b4,mega_aug,187,1222,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_e2fd2876,mega_aug,19,2588,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_e469c107,mega_aug,60,21,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_e53f732f,mega_aug,120,176,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_e54fbbdf,mega_aug,27,68,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_e61cf876,mega_aug,22,279,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_e6d1ff58,mega_aug,115,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_e7ef5ee5,mega_aug,81,7956,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_e9740422,mega_aug,14,377,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_eb6e9ffd,mega_aug,21,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_eef1cd23,mega_aug,182,3584,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_f4881940,mega_aug,10,4,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_f4972528,mega_aug,25,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_f50581d8,mega_aug,42,7520,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_f6576f3b,mega_aug,103,0,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_fdd4c92c,mega_aug,5,1317,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
pair_L4_ffce5af2,mega_aug,144,2890,NA,NA,NA,"mega_aug: I2/consistenza non presente in cluster_pooled.parquet v10 (VPC per mega e sign-concordance per mega_aug non sono calcolati in questo pooling, sono fuori scope Task 4) -> NA per costruzione."
group_L4_8bc49282,rem_group,4,1133,0.7665213099080536,23.347869009194646,0.41571050308914387,NA
group_L4_575a05a0,rem_group,8,1780,0.09490034634850497,90.5099653651495,0.03932584269662921,NA
group_L4_12db7a61,rem_group,3,404,1,0,0.5965346534653465,NA
group_L4_0a2f157f,rem_group,3,2941,0.9999856751608025,0.0014324839197484476,0.4712682760965658,NA
group_L4_f477e6a4,rem_group,5,2558,0.6245541525249371,37.54458474750629,0.4073494917904613,NA
group_L4_9032ee71,rem_group,5,1403,0.9705879521192129,2.9412047880787067,0.7327156094084105,NA
group_L4_44024b09,rem_group,7,906,1,0,0.5706401766004415,NA
group_L4_8a19ae38,rem_group,3,1448,0.9998710761853248,0.012892381467526314,0.27279005524861877,NA
group_L4_57044b52,rem_group,4,286,0.9999505850199889,0.004941498001112397,0.534965034965035,NA
group_L4_cddbf768,rem_group,4,703,0.6041336342144186,39.58663657855815,0.3015647226173542,NA
group_L4_37d46677,rem_group,3,93,0.9999997022254249,2.9777457515480538e-5,0.3548387096774194,NA
group_L4_3dc3ae01,rem_group,3,3551,0.9998883810564957,0.011161894350429774,0.6857223317375387,NA
group_L4_3b27bc1c,rem_group,3,1786,0.9999972301679593,2.76983204071646e-4,0.4854423292273236,NA
group_L4_e26efbea,rem_group,20,1247,0.2841737714285091,71.58262285714909,0.1756214915797915,NA
group_L4_8c14612b,rem_group,3,915,0.9999927494045859,7.250595414111618e-4,0.766120218579235,NA
group_L4_5e2c0371,rem_group,6,2535,0.7268618426478801,27.313815735211985,0.20512820512820512,NA
group_L4_d2038450,rem_group,7,1138,0.9999472317571769,0.0052768242823116995,0.140597539543058,NA
group_L4_87b13599,rem_group,5,56,1,0,0.7678571428571429,NA
group_L4_23d99677,rem_group,0,0,NA,NA,NA,NA
group_L4_a170bacd,rem_group,9,705,0.9274917655023925,7.2508234497607456,0.524822695035461,NA
group_L4_5d10ee81,rem_group,32,46,0.9999948725946837,5.127405316358909e-4,0.6956521739130435,NA
group_L4_32c7c22b,rem_group,18,171,0.723365975977343,27.663402402265703,0.4327485380116959,NA
group_L4_7b3e137b,rem_group,6,7962,0.4920176930410889,50.79823069589111,0.4523988947500628,NA
group_L4_f1b58d77,rem_group,6,2260,1,0,0.45353982300884954,NA
group_L4_c347e80c,rem_group,5,1171,1,0,0.5320239111870196,NA
group_L4_d428a83c,rem_group,3,1417,0.9999528739954253,0.004712600457464453,0.4199011997177135,NA
group_L4_b1405a79,rem_group,6,304,0.9999981046497795,1.895350220560826e-4,0.7203947368421053,NA
group_L4_3d6e0820,rem_group,13,761,0.4090367993544557,59.09632006455443,0.1721419185282523,NA
group_L4_b2e00a5d,rem_group,5,2221,0.9999457453684485,0.005425463155145963,0.3160738406123368,NA
group_L4_8b00e191,rem_group,3,1998,1,0,0.5325325325325325,NA
group_L4_df7a7a08,rem_group,3,909,1,0,0.8195819581958196,NA
group_L4_07e626c9,rem_group,12,494,0.742280217998813,25.77197820011869,0.4089068825910931,NA
group_L4_c51b10c1,rem_group,37,3576,0.13274451166268564,86.72554883373144,0.024608501118568233,NA
group_L4_4faeaef3,rem_group,17,705,0.048315333185622644,95.16846668143774,0.16028368794326242,NA
group_L4_ac230823,rem_group,4,838,0.9999484510888969,0.005154891110310615,0.8114558472553699,NA
group_L4_37890ccf,rem_group,4,2429,1,0,0.76780568135035,NA
group_L4_eda28231,rem_group,7,3444,0.5713765752468158,42.862342475318414,0.3475609756097561,NA
group_L4_fdeba763,rem_group,25,637,0.4941114304658053,50.588856953419466,0.18210361067503925,NA
group_L4_a2d75bf3,rem_group,4,1975,0.7732010499082766,22.679895009172334,0.46784810126582277,NA
group_L4_5ca9f53d,rem_group,23,21,1,0,0.9047619047619048,NA
group_L4_751db365,rem_group,10,419,0.9999769130894478,0.002308691055223969,0.568019093078759,NA
group_L4_d1652ba6,rem_group,5,834,0.9999601418858929,0.003985811410707444,0.6258992805755396,NA
group_L4_1ec72ee3,rem_group,3,3535,1,0,0.7485148514851485,NA
group_L4_fdd42642,rem_group,17,173,0.9483698024728906,5.1630197527109365,0.26011560693641617,NA
group_L4_c8600f54,rem_group,6,4138,0.8595688686857909,14.043113131420919,0.43861768970517157,NA
group_L4_73e30195,rem_group,3,1167,1,0,0.5484147386461011,NA
group_L4_2d512638,rem_group,28,1037,0.21861314467393844,78.13868553260616,0.1398264223722276,NA
group_L4_4fba810b,rem_group,4,651,1,0,0.7188940092165899,NA
group_L4_8f0b3b9e,rem_group,18,49,1,0,0.6530612244897959,NA
group_L4_bce91680,rem_group,5,423,1,0,0.41843971631205673,NA
group_L4_63ef9e47,rem_group,8,418,0.9885875324579062,1.1412467542093758,0.3492822966507177,NA
group_L4_f20ecdaa,rem_group,3,6,1,0,0.8333333333333334,NA
group_L4_72f662c4,rem_group,4,855,0.999485236206245,0.0514763793755046,0.7777777777777778,NA
group_L4_64768cbe,rem_group,3,370,1,0,0.8621621621621621,NA
group_L4_9d140332,rem_group,3,17,1,0,0.5294117647058824,NA
group_L4_1bc4e885,rem_group,5,2432,0.7755488077779991,22.445119222200095,0.3305921052631579,NA
group_L4_2c92ab19,rem_group,3,2896,1,0,0.5303867403314917,NA
group_L4_179bb38a,rem_group,3,148,1,0,0.7162162162162162,NA
group_L4_81372eea,rem_group,14,76,0.9999972520302081,2.7479697919117563e-4,0.8289473684210527,NA
group_L4_59db95a9,rem_group,5,598,0.5565998573878117,44.34001426121883,0.3612040133779264,NA
group_L4_d02ca7b3,rem_group,3,1144,0.8337621092942864,16.623789070571362,0.3243006993006993,NA
group_L4_6fbc0958,rem_group,5,526,0.9999952505547958,4.749445204267126e-4,0.21673003802281368,NA
group_L4_14810c92,rem_group,3,1128,1,0,0.47606382978723405,NA
group_L4_4c2f189a,rem_group,0,0,NA,NA,NA,NA
group_L4_4d2d5aa0,rem_group,7,686,0.984465907969389,1.553409203061097,0.5379008746355685,NA
group_L4_ac3c4024,rem_group,4,6,0.9999998568019828,1.4319801722534207e-5,0.8333333333333334,NA
group_L4_caebb8f8,rem_group,4,2093,0.942757009468452,5.724299053154804,0.8193979933110368,NA
group_L4_f8e64e35,rem_group,12,131,0.941050644047052,5.8949355952947995,0.5267175572519084,NA
group_L4_2f25f949,rem_group,7,18,1,0,0.8888888888888888,NA
group_L4_e2c8aff6,rem_group,3,39,1,0,0.5641025641025641,NA
group_L4_d41daecb,rem_group,9,177,0.9175308848678811,8.246911513211884,0.4124293785310734,NA
group_L4_a50b8748,rem_group,6,239,1,0,0.3054393305439331,NA
group_L4_5d02c61f,rem_group,5,32,1,0,0.875,NA
group_L4_84183d47,rem_group,7,1989,0.9998893152801307,0.011068471986930945,0.6721970839617899,NA
group_L4_1ce0f97a,rem_group,3,73,1,0,0.7808219178082192,NA
group_L4_3424eeb5,rem_group,3,439,1,0,0.5945330296127562,NA
group_L4_c2a27b6c,rem_group,9,553,0.6755968575719995,32.440314242800056,0.325497287522604,NA
group_L4_1a309d8f,rem_group,5,696,0.99987636063235,0.012363936765002078,0.8160919540229885,NA
group_L4_ac8fe7ea,rem_group,5,61,1,0,0.5245901639344263,NA
group_L4_b5f9ab82,rem_group,13,306,0.3668590787285271,63.3140921271473,0.17647058823529413,NA
group_L4_a54e9090,rem_group,63,1712,0.06369143239972397,93.6308567600276,0.035630841121495324,NA
group_L4_1c30f36e,rem_group,6,1259,0.8955063543137514,10.449364568624866,0.4630659253375695,NA
group_L4_f97d823d,rem_group,3,623,1,0,0.5778491171749599,NA
group_L4_8c1bb38a,rem_group,3,169,1,0,0.34911242603550297,NA
group_L4_38ce0d4d,rem_group,3,922,0.7139942437676977,28.600575623230228,0.09869848156182212,NA
group_L4_378e0efe,rem_group,3,856,1,0,0.860981308411215,NA
group_L4_7dd45f9a,rem_group,3,942,1,0,0.3237791932059448,NA
group_L4_78c74b14,rem_group,3,212,1,0,0.7264150943396226,NA
group_L4_36e14ea8,rem_group,3,690,1,0,0.563768115942029,NA
group_L4_f2e4b879,rem_group,14,146,0.9996844994194555,0.03155005805445333,0.4041095890410959,NA
group_L4_7d4f6970,rem_group,6,376,0.9996458242067012,0.03541757932988264,0.6675531914893617,NA
group_L4_ccf84a95,rem_group,3,2066,1,0,0.4564375605033882,NA
group_L4_f789d4d7,rem_group,18,85,1,0,0.4235294117647059,NA
group_L4_409b14a2,rem_group,4,1050,0.9998219735265725,0.01780264734274322,0.5352380952380953,NA
group_L4_69735f4e,rem_group,6,828,0.9997278500027851,0.027214999721490135,0.41545893719806765,NA
group_L4_588d3efc,rem_group,6,168,0.9999974300089829,2.5699910170988346e-4,0.5833333333333334,NA
group_L4_f1b8b6ad,rem_group,8,734,0.24077123954223334,75.92287604577666,0.13487738419618528,NA
group_L4_c507ffd4,rem_group,3,2797,0.7641346197617073,23.586538023829274,0.25062567036110117,NA
group_L4_059b2e2f,rem_group,4,1710,0.8063522020809726,19.36477979190275,0.4245614035087719,NA
group_L4_cb8a1c2d,rem_group,4,499,0.9999998284907254,1.7150927458463927e-5,0.6733466933867736,NA
group_L4_4aa7b249,rem_group,3,1616,0.5440330382505408,45.59669617494592,0.37376237623762376,NA
group_L4_13354282,rem_group,7,381,0.9999682875537145,0.0031712446285567454,0.6272965879265092,NA
group_L4_aaa4da54,rem_group,4,67,1,0,0.7910447761194029,NA
group_L4_0e22aa23,rem_group,7,445,0.8791174575218363,12.088254247816371,0.39325842696629215,NA
group_L4_0438515a,rem_group,9,372,0.9999222504938806,0.007774950611937089,0.5510752688172043,NA
group_L4_6311c024,rem_group,23,63,0.9999940602493044,5.939750695616962e-4,0.3968253968253968,NA
group_L4_f6d5d62c,rem_group,4,1958,0.0987518646238853,90.12481353761147,0.11746680286006128,NA
group_L4_da3e52da,rem_group,5,918,0.4504722973236259,54.952770267637405,0.2984749455337691,NA
group_L4_4b3cd9cd,rem_group,19,322,0.17662018646856825,82.33798135314318,0.20186335403726707,NA
group_L4_56ec6b80,rem_group,4,2661,0.27734472289168977,72.26552771083102,0.2337467117624953,NA
group_L4_2e0cc780,rem_group,5,677,0.7545039740053898,24.549602599461018,0.4091580502215657,NA
group_L4_df007961,rem_group,3,435,1,0,0.5402298850574713,NA
group_L4_0cdb8ff6,rem_group,4,764,0.9996692797358324,0.033072026416756745,0.5654450261780105,NA
group_L4_8e67cff4,rem_group,3,309,1,0,0.7928802588996764,NA
group_L4_cc680284,rem_group,3,2672,0.9999700092068055,0.0029990793194567093,0.3379491017964072,NA
group_L4_94e1e848,rem_group,4,171,1,0,0.7543859649122807,NA
group_L4_8daac048,rem_group,3,2815,0.999584905329395,0.04150946706049172,0.23801065719360567,NA
group_L4_073a3d38,rem_group,3,3018,0.9866559689228174,1.3344031077182645,0.5424121935056329,NA
group_L4_d9952160,rem_group,6,390,0.23887156870938275,76.11284312906173,0.24871794871794872,NA
group_L4_34c767eb,rem_group,6,153,0.9999641177889391,0.0035882211060917803,0.48366013071895425,NA
group_L4_c0e6f9c7,rem_group,5,343,1,0,0.3556851311953353,NA
group_L4_455cb1f4,rem_group,3,5338,0.16526321953678802,83.4736780463212,0.1809666541775946,NA
group_L4_0e9fd40c,rem_group,6,414,0.9999887017094411,0.001129829055895531,0.7125603864734299,NA
group_L4_1b42ff33,rem_group,4,3823,0.9997583354662068,0.02416645337931331,0.6523672508501177,NA
group_L4_7ffbf7aa,rem_group,3,2183,0.6950029634769568,30.499703652304316,0.26385707741639947,NA
group_L4_3551bca6,rem_group,0,0,NA,NA,NA,NA
group_L4_efcb5d75,rem_group,9,131,0.9999723541488744,0.002764585112553679,0.5419847328244275,NA
group_L4_3b8583a4,rem_group,5,106,1,0,0.4528301886792453,NA
group_L4_daf35588,rem_group,11,1122,0.09132848989543707,90.8671510104563,0.11140819964349376,NA
group_L4_1f404c0b,rem_group,12,1253,0.08276506304002806,91.72349369599719,0.09257781324820431,NA
group_L4_74f0d134,rem_group,4,1910,1,0,0.34764397905759165,NA
group_L4_27d69ee2,rem_group,3,823,1,0,0.08140947752126367,NA
group_L4_6760963d,rem_group,4,751,0.999996233639176,3.7663608239577105e-4,0.24101198402130491,NA
group_L4_7059e6f2,rem_group,4,2725,0.16209084463424717,83.79091553657528,0.2744954128440367,NA
group_L4_4888bee2,rem_group,3,1558,0.9995836064888942,0.04163935111058091,0.16559691912708602,NA
group_L4_7dd70dd8,rem_group,5,67,1,0,0.3880597014925373,NA
group_L4_b86f9391,rem_group,3,644,0.9999852714539966,0.0014728546003339952,0.4472049689440994,NA
group_L4_6bec3a24,rem_group,3,1074,0.9998946335526349,0.010536644736518757,0.6797020484171322,NA
group_L4_274f387d,rem_group,26,1322,0.10244714248945741,89.75528575105426,0.07034795763993948,NA
group_L4_b6a3eabd,rem_group,21,1646,0.10015403498803044,89.98459650119696,0.061968408262454436,NA
group_L4_376946ce,rem_group,10,315,0.9999792472105032,0.002075278949675605,0.5904761904761905,NA
group_L4_361f17eb,rem_group,4,208,0.9999935472871415,6.452712858486192e-4,0.27403846153846156,NA
group_L4_37b30c58,rem_group,6,1102,0.9998850471749327,0.011495282506735325,0.3030852994555354,NA
group_L4_7284c83d,rem_group,3,21,1,0,0.6666666666666666,NA
group_L4_bd3c6e11,rem_group,3,430,1,0,0.45348837209302323,NA
group_L4_deda8dff,rem_group,8,2510,0.07704796606101472,92.29520339389853,0.07649402390438247,NA
group_L4_3915499e,rem_group,3,343,1,0,0.3032069970845481,NA
group_L4_d159e078,rem_group,4,1140,0.8912455167516073,10.875448324839269,0.3912280701754386,NA
group_L4_f0c1b4e6,rem_group,3,1164,0.9975116326221667,0.2488367377833289,0.38745704467353953,NA
group_L4_5b7a3117,rem_group,4,872,0.9969575060588768,0.3042493941123238,0.1915137614678899,NA
group_L4_a2b3319f,rem_group,9,404,0.5408482494353917,45.91517505646084,0.2004950495049505,NA
group_L4_482e8f25,rem_group,9,67,0.9999823140327543,0.0017685967245728595,0.5223880597014925,NA
