"caso","ruolo","entita","cluster_id","control_key_cluster","canonical_name","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","treated_samples","control_samples","design_summary","record_id","valore_controllo","chiave_ricalcolata","ct_compat_vu","mat_T","mat_C"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE142123","GSE142123__grp_0001_vs_grp_0002","treatment_vs_vehicle","treatment_vs_untreated","oxygen_condition","","untreated","grp_0001","grp_0002","Hypoxia","Normoxia","oxygen_condition=hypoxia","oxygen_condition=normoxia",3,2,"treated","control","GSM4221261;GSM4221263;GSM4221265","GSM4221264;GSM4221266","This study investigates the effects of hypoxia versus normoxia on endothelial progenitor cells.","GSE142123__GSE142123__grp_0001_vs_grp_0002__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE142123","GSE142123__grp_0001_vs_grp_0003","treatment_vs_vehicle","treatment_vs_untreated","oxygen_condition","","untreated","grp_0001","grp_0003","Hypoxia","Normoxia Control","oxygen_condition=hypoxia","oxygen_condition=normoxia",3,1,"treated","control","GSM4221261;GSM4221263;GSM4221265","GSM4221262","This study investigates the effects of hypoxia versus normoxia on endothelial progenitor cells.","GSE142123__GSE142123__grp_0001_vs_grp_0003__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE145108","GSE145108__A549_hypoxia_vs_A549_normoxia","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","cell_line|A549","untreated","grp_A549_hypoxia","grp_A549_normoxia","A549 cells exposed to hypoxia","A549 cells under normoxia","oxygen_condition=hypoxia ; cell_line=A549","oxygen_condition=normoxia ; cell_line=A549",2,2,"treated","control","GSM4306645;GSM4306647","GSM4306644;GSM4306646","This study investigates the effects of hypoxia versus normoxia on gene expression in different human cancer cell lines.","GSE145108__GSE145108__A549_hypoxia_vs_A549_normoxia__1","normoxia","normoxia",TRUE,"model","model"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE145108","GSE145108__H460_hypoxia_vs_H460_normoxia","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","cell_line|H460","untreated","grp_H460_hypoxia","grp_H460_normoxia","H460 cells exposed to hypoxia","H460 cells under normoxia","oxygen_condition=hypoxia ; cell_line=H460","oxygen_condition=normoxia ; cell_line=H460",1,1,"treated","control","GSM4306649","GSM4306648","This study investigates the effects of hypoxia versus normoxia on gene expression in different human cancer cell lines.","GSE145108__GSE145108__H460_hypoxia_vs_H460_normoxia__1","normoxia","normoxia",TRUE,"model","model"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE145108","GSE145108__RKO_hypoxia_vs_RKO_normoxia","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","cell_line|RKO","untreated","grp_RKO_hypoxia","grp_RKO_normoxia","RKO cells exposed to hypoxia","RKO cells under normoxia","oxygen_condition=hypoxia ; cell_line=RKO","oxygen_condition=normoxia ; cell_line=RKO",1,1,"treated","control","GSM4306643","GSM4306642","This study investigates the effects of hypoxia versus normoxia on gene expression in different human cancer cell lines.","GSE145108__GSE145108__RKO_hypoxia_vs_RKO_normoxia__1","normoxia","normoxia",TRUE,"model","model"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE149132","GSE149132__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","oxygen_level","","vehicle","grp_0002","grp_0001","T47D Hypoxia","T47D Control Normoxia","oxygen_level=hypoxia","oxygen_level=normoxia",2,3,"treated","control","GSM4490859;GSM4490860","GSM4490856;GSM4490857;GSM4490858","This study investigates the effects of hypoxia on T47D breast cancer cells.","GSE149132__GSE149132__grp_0002_vs_grp_0001__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE151610","GSE151610__grp_0005_vs_grp_0003","multi_arm_treatment","treatment_vs_untreated","treatment","genetic modification|none","untreated","grp_0005","grp_0003","Hypoxia Only","Normoxia Only","treatment=hypoxia ; genetic modification=none","treatment=normoxia ; genetic modification=none",3,2,"treated","control","GSM4586570;GSM4586578;GSM4586586","GSM4586574;GSM4586590","This study investigates the effects of hypoxia and genetic modifications on ARPE-19 retinal epithelial cells.","GSE151610__GSE151610__grp_0005_vs_grp_0003__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE154162","GSE154162__grp_0001_vs_grp_0002","treatment_vs_vehicle","treatment_vs_untreated","oxygen_tension","","untreated","grp_0001","grp_0002","Hypoxia-treated nucleus pulposus cells","Normoxia-treated nucleus pulposus cells","oxygen_tension=hypoxia","oxygen_tension=normoxia",1,1,"treated","control","GSM4665267","GSM4665268","Comparison of human primary nucleus pulposus cells under hypoxic versus normoxic conditions.","GSE154162__GSE154162__grp_0001_vs_grp_0002__1","normoxia","normoxia",TRUE,"model","model"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE157371","GSE157371__hypoxia_vs_untreated","treatment_vs_untreated","treatment_vs_untreated","oxygen_condition","","untreated","grp_hypoxia","grp_untreated","Hypoxia","Untreated","oxygen_condition=hypoxia","oxygen_condition=normoxia",6,1,"treated","control","GSM4763774;GSM4763775;GSM4763776;GSM4763780;GSM4763781;GSM4763782","GSM4763777","This study investigates the effects of hypoxia on RKO colon cancer cells.","GSE157371__GSE157371__hypoxia_vs_untreated__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE163333","GSE163333__grp_0001_vs_grp_0002","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","genetic_knockdown|no knockdown","untreated","grp_0001","grp_0002","Hypoxia","Normoxia","oxygen_condition=hypoxia ; genetic_knockdown=no knockdown","oxygen_condition=normoxia ; genetic_knockdown=no knockdown",2,1,"treated","control","GSM4977230;GSM4977231","GSM4977229","This study investigates the effects of hypoxia and normoxia on SK-N-MC cells derived from Ewing's Sarcoma, including a genetic knockdown of LOXHD1 under hypoxic conditions.","GSE163333__GSE163333__grp_0001_vs_grp_0002__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE176123","GSE176123__grp_0001_vs_grp_0005","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","time|40_minutes","untreated","grp_0001","grp_0005","Hypoxia 40 minutes","Normoxia 40 minutes","oxygen_condition=hypoxia ; time=40_minutes","oxygen_condition=normoxia ; time=40_minutes",4,4,"treated","control","GSM5356375;GSM5356376;GSM5356377;GSM5356378","GSM5356387;GSM5356388;GSM5356389;GSM5356390","This study investigates the transcriptional response of endothelial colony-forming cells (ECFCs) derived from human umbilical cord blood under hypoxic and normoxic conditions over various time points.","GSE176123__GSE176123__grp_0001_vs_grp_0005__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE176123","GSE176123__grp_0002_vs_grp_0006","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","time|10_hours","untreated","grp_0002","grp_0006","Hypoxia 10 hours","Normoxia 10 hours","oxygen_condition=hypoxia ; time=10_hours","oxygen_condition=normoxia ; time=10_hours",4,4,"treated","control","GSM5356379;GSM5356380;GSM5356381;GSM5356382","GSM5356391;GSM5356392;GSM5356393;GSM5356394","This study investigates the transcriptional response of endothelial colony-forming cells (ECFCs) derived from human umbilical cord blood under hypoxic and normoxic conditions over various time points.","GSE176123__GSE176123__grp_0002_vs_grp_0006__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE176123","GSE176123__grp_0003_vs_grp_0004","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","time|24_hours","untreated","grp_0003","grp_0004","Hypoxia 24 hours","Normoxia 24 hours","oxygen_condition=hypoxia ; time=24_hours","oxygen_condition=normoxia ; time=24_hours",4,1,"treated","control","GSM5356383;GSM5356384;GSM5356385;GSM5356386","GSM5356395","This study investigates the transcriptional response of endothelial colony-forming cells (ECFCs) derived from human umbilical cord blood under hypoxic and normoxic conditions over various time points.","GSE176123__GSE176123__grp_0003_vs_grp_0004__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE180467","GSE180467__grp_0003_vs_grp_0004","factorial","treatment_vs_vehicle","oxygen_level","mechanical_stress|dynamic_compression","secondary_arm","grp_0003","grp_0004","HYP + DC (Donor A)","NRX + DC (Donor A)","oxygen_level=hypoxia ; mechanical_stress=dynamic_compression","oxygen_level=normoxia ; mechanical_stress=dynamic_compression",2,2,"treated","treated","GSM5463114;GSM5463118","GSM5463112;GSM5463116","This study investigates the effects of hypoxia and dynamic compression on human engineered meniscus cells derived from iPSCs.","GSE180467__GSE180467__grp_0003_vs_grp_0004__1","normoxia","normoxia",FALSE,"primary","primary"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE183112","GSE183112__Hypoxia_Day7_vs_Normoxia_Day7","time_course","treatment_vs_vehicle","oxygen_condition","time|day7","secondary_arm","grp_0001","grp_0004","Hypoxia Day 7","Normoxia Day 7","oxygen_condition=hypoxia ; time=day7","oxygen_condition=normoxia ; time=day7",1,1,"treated","control","GSM5551323","GSM5551326","This study investigates the effects of hypoxia on primary human valve interstitial cells over different time points.","GSE183112__GSE183112__Hypoxia_Day7_vs_Normoxia_Day7__1","normoxia","normoxia",FALSE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE183112","GSE183112__Hypoxia_Day14_vs_Normoxia_Day14","time_course","treatment_vs_vehicle","oxygen_condition","time|day14","secondary_arm","grp_0002","grp_0005","Hypoxia Day 14","Normoxia Day 14","oxygen_condition=hypoxia ; time=day14","oxygen_condition=normoxia ; time=day14",1,1,"treated","control","GSM5551324","GSM5551327","This study investigates the effects of hypoxia on primary human valve interstitial cells over different time points.","GSE183112__GSE183112__Hypoxia_Day14_vs_Normoxia_Day14__1","normoxia","normoxia",FALSE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE183112","GSE183112__Hypoxia_Day28_vs_Normoxia_Day28","time_course","treatment_vs_vehicle","oxygen_condition","time|day28","secondary_arm","grp_0003","grp_0006","Hypoxia Day 28","Normoxia Day 28","oxygen_condition=hypoxia ; time=day28","oxygen_condition=normoxia ; time=day28",1,1,"treated","control","GSM5551325","GSM5551328","This study investigates the effects of hypoxia on primary human valve interstitial cells over different time points.","GSE183112__GSE183112__Hypoxia_Day28_vs_Normoxia_Day28__1","normoxia","normoxia",FALSE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE197523","GSE197523__hypoxia_vs_normoxia","treatment_vs_vehicle","treatment_vs_vehicle","treatment","","vehicle","hypoxia","normoxia","Hypoxia","Normoxia","treatment=Hypoxia ; time(hours)=24","treatment=Normoxia ; time(hours)=24",3,3,"treated","control","GSM5919484;GSM5919485;GSM5919486","GSM5919481;GSM5919482;GSM5919483","Comparison between Human Aortic Endothelial Cells under Hypoxia and Normoxia conditions.","GSE197523__GSE197523__hypoxia_vs_normoxia__1","Normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE197525","GSE197525__grp_0001_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","treatment","genetic_modification|KO","vehicle","grp_0001","grp_0002","KO + Hypoxia","KO + Normoxia","treatment=hypoxia ; genetic_modification=KO","treatment=normoxia ; genetic_modification=KO",1,1,"treated","control","GSM5919535","GSM5919529","This study investigates the effects of hypoxia on telomerase-immortalized human aortic endothelial cells (teloHAEC) with different genetic modifications.","GSE197525__GSE197525__grp_0001_vs_grp_0002__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE197525","GSE197525__grp_0003_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","treatment","genetic_modification|KO","vehicle","grp_0003","grp_0004","KO + Hypoxia (replicates)","KO + Normoxia (replicates)","treatment=hypoxia ; genetic_modification=KO","treatment=normoxia ; genetic_modification=KO",2,2,"treated","control","GSM5919536;GSM5919537","GSM5919530;GSM5919531","This study investigates the effects of hypoxia on telomerase-immortalized human aortic endothelial cells (teloHAEC) with different genetic modifications.","GSE197525__GSE197525__grp_0003_vs_grp_0004__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE197525","GSE197525__grp_0006_vs_grp_0007","multi_arm_treatment","treatment_vs_vehicle","treatment","genetic_modification|TERT","vehicle","grp_0006","grp_0007","TERT + Hypoxia (replicates)","TERT + Normoxia (replicates)","treatment=hypoxia ; genetic_modification=TERT","treatment=normoxia ; genetic_modification=TERT",2,3,"treated","control","GSM5919538;GSM5919539","GSM5919532;GSM5919533;GSM5919534","This study investigates the effects of hypoxia on telomerase-immortalized human aortic endothelial cells (teloHAEC) with different genetic modifications.","GSE197525__GSE197525__grp_0006_vs_grp_0007__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE197576","GSE197576__grp_0003_vs_grp_0001","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","genetic_knockout|sgCTRL","untreated","grp_0003","grp_0001","sgCTRL Hypoxia","sgCTRL Normoxia","oxygen_condition=hypoxia ; genetic_knockout=sgCTRL","oxygen_condition=normoxia ; genetic_knockout=sgCTRL",1,1,"treated","control","GSM5920765","GSM5920759","This study investigates the effects of hypoxia on SW480 colorectal cancer cells with various CRISPR-Cas9 knockouts.","GSE197576__GSE197576__grp_0003_vs_grp_0001__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE197576","GSE197576__grp_0007_vs_grp_0006","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","genetic_knockout|sgITPR3_1","untreated","grp_0007","grp_0006","sgITPR3_1 Hypoxia","sgITPR3_1 Normoxia","oxygen_condition=hypoxia ; genetic_knockout=sgITPR3_1","oxygen_condition=normoxia ; genetic_knockout=sgITPR3_1",1,2,"treated","control","GSM5920767","GSM5920761;GSM5920762","This study investigates the effects of hypoxia on SW480 colorectal cancer cells with various CRISPR-Cas9 knockouts.","GSE197576__GSE197576__grp_0007_vs_grp_0006__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE197576","GSE197576__grp_0008_vs_grp_0009","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","genetic_knockout|sgRELB_3","untreated","grp_0008","grp_0009","sgRELB_3 Hypoxia","sgRELB_3 Normoxia","oxygen_condition=hypoxia ; genetic_knockout=sgRELB_3","oxygen_condition=normoxia ; genetic_knockout=sgRELB_3",1,1,"treated","control","GSM5920770","GSM5920764","This study investigates the effects of hypoxia on SW480 colorectal cancer cells with various CRISPR-Cas9 knockouts.","GSE197576__GSE197576__grp_0008_vs_grp_0009__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE197576","GSE197576__grp_0011_vs_grp_0010","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","genetic_knockout|sgRELB_3","untreated","grp_0011","grp_0010","sgRELB_3 Hypoxia","sgRELB_3 Normoxia (replicate)","oxygen_condition=hypoxia ; genetic_knockout=sgRELB_3","oxygen_condition=normoxia ; genetic_knockout=sgRELB_3",1,1,"treated","control","GSM5920769","GSM5920763","This study investigates the effects of hypoxia on SW480 colorectal cancer cells with various CRISPR-Cas9 knockouts.","GSE197576__GSE197576__grp_0011_vs_grp_0010__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE198860","GSE198860__Hypoxia_vs_Normoxia","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","","untreated","grp_0001","grp_0002","Hypoxia","Normoxia","oxygen_condition=hypoxia","oxygen_condition=normoxia",4,4,"treated","control","GSM5958176;GSM5958179;GSM5958182;GSM5958185","GSM5958177;GSM5958180;GSM5958183;GSM5958186","This study investigates the effects of hypoxia and reoxygenation on cholangiocyte organoids derived from human liver tissue.","GSE198860__GSE198860__Hypoxia_vs_Normoxia__1","normoxia","normoxia",TRUE,"unknown","unknown"
"hypoxia","VINCENTE","STR:hypoxia","cgroup_L5_83f57274","normoxia","hypoxia","GSE211611","GSE211611__grp_0002_vs_grp_0001","multi_arm_treatment","treatment_vs_untreated","oxygen_condition","mtDNA_background|none","untreated","grp_0002","grp_0001","ARPE19 Cybrid Hypoxia","ARPE19 Cybrid Normoxia","oxygen_condition=hypoxia ; mtDNA_background=none","oxygen_condition=normoxia ; mtDNA_background=none",8,8,"treated","control","GSM6481422;GSM6481426;GSM6481430;GSM6481434;GSM6481438;GSM6481442;GSM6481446;GSM6481450","GSM6481421;GSM6481425;GSM6481429;GSM6481433;GSM6481437;GSM6481441;GSM6481445;GSM6481449","This study investigates the effects of hypoxia and normoxia on ARPE19 cybrids with different mitochondrial DNA backgrounds.","GSE211611__GSE211611__grp_0002_vs_grp_0001__1","normoxia","normoxia",TRUE,"unknown","unknown"
