"gruppo","cluster_id","scrittura","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","design_summary","record_id"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE143443","GSE143443__grp_0006_vs_grp_0003","case_control_disease","treatment_vs_untreated","treatment","cell_type|fibroblast-like synoviocytes|disease_state|rheumatoid arthritis|tissue_segment|knee","untreated","grp_0006","grp_0003","RA knee synovial fibroblasts, IL6 stimulated","RA knee synovial fibroblasts, untreated","treatment=IL6 ; cell_type=fibroblast-like synoviocytes ; disease_state=rheumatoid arthritis ; tissue_segment=knee","treatment=none ; cell_type=fibroblast-like synoviocytes ; disease_state=rheumatoid arthritis ; tissue_segment=knee",5,1,"treated","control","Case-control study comparing IL6 stimulation effects on fibroblast-like synoviocytes from rheumatoid arthritis patients.","GSE143443__GSE143443__grp_0006_vs_grp_0003__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE149262","GSE149262__grp_0008_vs_grp_0001","multi_arm_treatment","treatment_vs_untreated","treatment","KRAS_status|KRAS WT","untreated","grp_0008","grp_0001","DLD-1 KRAS WT IL-6 10ng/mL 2h","DLD-1 KRAS WT untreated 2h","treatment=IL-6 ; KRAS_status=KRAS WT","treatment=untreated ; KRAS_status=KRAS WT",2,2,"treated","control","This study investigates the effects of IL-22 and IL-6 stimulation on colorectal cancer cells with different KRAS statuses.","GSE149262__GSE149262__grp_0008_vs_grp_0001__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE149262","GSE149262__grp_0009_vs_grp_0003","multi_arm_treatment","treatment_vs_untreated","treatment","KRAS_status|KRAS WT","untreated","grp_0009","grp_0003","DLD-1 KRAS WT IL-6 10ng/mL 24h","DLD-1 KRAS WT untreated 24h","treatment=IL-6 ; KRAS_status=KRAS WT","treatment=untreated ; KRAS_status=KRAS WT",3,2,"treated","control","This study investigates the effects of IL-22 and IL-6 stimulation on colorectal cancer cells with different KRAS statuses.","GSE149262__GSE149262__grp_0009_vs_grp_0003__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE161664","GSE161664__IL6_vs_Control","multi_arm_treatment","treatment_vs_vehicle","treatment","","vehicle","grp_0009","grp_0003","IL6","Control","treatment=IL6","treatment=Control",3,4,"treated","control","This study investigates the effects of various treatments on small airway epithelial cells (SAEC) using RNA sequencing.","GSE161664__GSE161664__IL6_vs_Control__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE179347","GSE179347__grp_0001_vs_grp_0035","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|HepG2","vehicle","mg35","mg1","HepG2 IL-6","HepG2 CONTROL (EMPTY EMEM MEDIUM)","cell_line=HepG2 ; treatment=IL-6","cell_line=HepG2 ; treatment=CONTROL (EMPTY EMEM MEDIUM)",3,14,"treated","control","This study investigates the effects of various treatments on different human cell lines, including HepG2 hepatocytes, HMCL-7304 myocytes, and SGBS adipocytes.","GSE179347__GSE179347__grp_0001_vs_grp_0035__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE179347","GSE179347__HMCL7304_IL6_vs_HMCL7304_EMEM_medium","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|HMCL-7304","vehicle","mg72","mg4","HMCL-7304 cells treated with IL-6","HMCL-7304 CONTROL (EMPTY EMEM MEDIUM)","cell_line=HMCL-7304 ; treatment=IL-6","cell_line=HMCL-7304 ; treatment=CONTROL (EMPTY EMEM MEDIUM)",2,2,"treated","control","This study investigates the effects of various treatments on different human cell lines, including HepG2 hepatocytes, HMCL-7304 myocytes, and SGBS adipocytes.","GSE179347__GSE179347__HMCL7304_IL6_vs_HMCL7304_EMEM_medium__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE179347","GSE179347__SGBS_IL6_vs_SGBS_EMEM_medium","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|SGBS","vehicle","mg93","mg8","SGBS cells treated with IL-6","SGBS CONTROL (EMPTY EMEM MEDIUM)","cell_line=SGBS ; treatment=IL-6","cell_line=SGBS ; treatment=CONTROL (EMPTY EMEM MEDIUM)",3,9,"treated","control","This study investigates the effects of various treatments on different human cell lines, including HepG2 hepatocytes, HMCL-7304 myocytes, and SGBS adipocytes.","GSE179347__GSE179347__SGBS_IL6_vs_SGBS_EMEM_medium__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE189997","GSE189997__CD4Memory_IL6_vs_Unstim","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|CD4Memory","vehicle","grp_CD4Memory_IL6","grp_CD4Memory_Unstim","CD4 Memory IL-6","CD4 Memory Unstim","cell_type=CD4Memory ; treatment=IL-6","cell_type=CD4Memory ; treatment=Unstim",2,1,"treated","control","This study investigates the transcriptional responses of CD4+ and CD8+ T cells to cytokine stimulation (IFN-α, IL-27, IL-6) in both healthy donors and HIV-infected individuals.","GSE189997__GSE189997__CD4Memory_IL6_vs_Unstim__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE189997","GSE189997__CD4Memory_IL6_2_vs_Unstim","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|CD4Memory","vehicle","grp_CD4Memory_IL6_2","grp_CD4Memory_Unstim","CD4 Memory IL-6 2","CD4 Memory Unstim","cell_type=CD4Memory ; treatment=IL-6","cell_type=CD4Memory ; treatment=Unstim",1,1,"treated","control","This study investigates the transcriptional responses of CD4+ and CD8+ T cells to cytokine stimulation (IFN-α, IL-27, IL-6) in both healthy donors and HIV-infected individuals.","GSE189997__GSE189997__CD4Memory_IL6_2_vs_Unstim__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE189997","GSE189997__CD4Naive_IL6_vs_Unstim","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|CD4Naive","vehicle","grp_CD4Naive_IL6","grp_CD4Naive_Unstim","CD4 Naive IL-6","CD4 Naive Unstim","cell_type=CD4Naive ; treatment=IL-6","cell_type=CD4Naive ; treatment=Unstim",3,3,"treated","control","This study investigates the transcriptional responses of CD4+ and CD8+ T cells to cytokine stimulation (IFN-α, IL-27, IL-6) in both healthy donors and HIV-infected individuals.","GSE189997__GSE189997__CD4Naive_IL6_vs_Unstim__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE189997","GSE189997__CD8Memory_IL6_vs_Unstim","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|CD8Memory","vehicle","grp_CD8Memory_IL6","grp_CD8Memory_Unstim","CD8 Memory IL-6","CD8 Memory Unstim","cell_type=CD8Memory ; treatment=IL-6","cell_type=CD8Memory ; treatment=Unstim",2,3,"treated","control","This study investigates the transcriptional responses of CD4+ and CD8+ T cells to cytokine stimulation (IFN-α, IL-27, IL-6) in both healthy donors and HIV-infected individuals.","GSE189997__GSE189997__CD8Memory_IL6_vs_Unstim__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE189997","GSE189997__CD8Naive_IL6_vs_Unstim","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_type|CD8Naive","vehicle","grp_CD8Naive_IL6","grp_CD8Naive_Unstim","CD8 Naive IL-6","CD8 Naive Unstim","cell_type=CD8Naive ; treatment=IL-6","cell_type=CD8Naive ; treatment=Unstim",2,2,"treated","control","This study investigates the transcriptional responses of CD4+ and CD8+ T cells to cytokine stimulation (IFN-α, IL-27, IL-6) in both healthy donors and HIV-infected individuals.","GSE189997__GSE189997__CD8Naive_IL6_vs_Unstim__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE202045","GSE202045__HepG2_IL6_6h_vs_HepG2_no_treatment_6h","time_course","treatment_vs_untreated","perturbation","cell_context|HepG2|time|6h","untreated","grp_HepG2_IL6_6h","grp_HepG2_no_treatment_6h","HepG2, IL6, t=6h","HepG2, No treatment, t=6h","cell_context=HepG2 ; perturbation=IL6 ; time=6h","cell_context=HepG2 ; perturbation=No treatment ; time=6h",1,2,"treated","control","This study investigates the transcriptional response of HepG2 cells and primary human hepatocytes to IL6 stimulation over time.","GSE202045__GSE202045__HepG2_IL6_6h_vs_HepG2_no_treatment_6h__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE202045","GSE202045__HepG2_IL6_24h_vs_HepG2_no_treatment_24h","time_course","treatment_vs_untreated","perturbation","cell_context|HepG2|time|24h","untreated","grp_HepG2_IL6_24h","grp_HepG2_no_treatment_24h","HepG2, IL6, t=24h","HepG2, No treatment, t=24h","cell_context=HepG2 ; perturbation=IL6 ; time=24h","cell_context=HepG2 ; perturbation=No treatment ; time=24h",2,2,"treated","control","This study investigates the transcriptional response of HepG2 cells and primary human hepatocytes to IL6 stimulation over time.","GSE202045__GSE202045__HepG2_IL6_24h_vs_HepG2_no_treatment_24h__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE202045","GSE202045__hepatocytes_IL6_6h_vs_hepatocytes_no_treatment_6h","time_course","treatment_vs_untreated","perturbation","cell_context|Primary hepatocytes|time|6h","untreated","grp_hepatocytes_IL6_6h","grp_hepatocytes_no_treatment_6h","Primary hepatocytes, IL6, t=6h","Primary hepatocytes, No treatment, t=6h","cell_context=Primary hepatocytes ; perturbation=IL6 ; time=6h","cell_context=Primary hepatocytes ; perturbation=No treatment ; time=6h",3,3,"treated","control","This study investigates the transcriptional response of HepG2 cells and primary human hepatocytes to IL6 stimulation over time.","GSE202045__GSE202045__hepatocytes_IL6_6h_vs_hepatocytes_no_treatment_6h__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE202045","GSE202045__hepatocytes_IL6_24h_vs_hepatocytes_no_treatment_24h","time_course","treatment_vs_untreated","perturbation","cell_context|Primary hepatocytes|time|24h","untreated","grp_hepatocytes_IL6_24h","grp_hepatocytes_no_treatment_24h","Primary hepatocytes, IL6, t=24h","Primary hepatocytes, No treatment, t=24h","cell_context=Primary hepatocytes ; perturbation=IL6 ; time=24h","cell_context=Primary hepatocytes ; perturbation=No treatment ; time=24h",3,2,"treated","control","This study investigates the transcriptional response of HepG2 cells and primary human hepatocytes to IL6 stimulation over time.","GSE202045__GSE202045__hepatocytes_IL6_24h_vs_hepatocytes_no_treatment_24h__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE215039","GSE215039__grp_OA_IL6_vs_grp_OA_no_treatment","multi_arm_treatment","treatment_vs_untreated","treatment","disease_state|OA","untreated","grp_OA_IL6","grp_OA_no_treatment","OA + IL-6","OA + No treatment","disease_state=OA ; treatment=IL-6","disease_state=OA ; treatment=No treatment",4,5,"treated","control","This study investigates the effects of cytokine stimulation (TNF, IL-1b, IL-6) on chondrocytes derived from osteoarthritis (OA) patients and non-OA donors.","GSE215039__GSE215039__grp_OA_IL6_vs_grp_OA_no_treatment__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE215039","GSE215039__grp_nonOA_IL6_vs_grp_nonOA_no_treatment","multi_arm_treatment","treatment_vs_untreated","treatment","disease_state|non-OA","untreated","grp_nonOA_IL6","grp_nonOA_no_treatment","non-OA + IL-6","non-OA + No treatment","disease_state=non-OA ; treatment=IL-6","disease_state=non-OA ; treatment=No treatment",5,5,"treated","control","This study investigates the effects of cytokine stimulation (TNF, IL-1b, IL-6) on chondrocytes derived from osteoarthritis (OA) patients and non-OA donors.","GSE215039__GSE215039__grp_nonOA_IL6_vs_grp_nonOA_no_treatment__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE78922","GSE78922__grp_0002_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type|CD4+CD25- T cells","vehicle","grp_0002","grp_0001","IL-6 stimulated CD4+CD25- T cells","Unstimulated CD4+CD25- T cells","treatment=IL-6 ; cell_type=CD4+CD25- T cells","treatment=unstimulated ; cell_type=CD4+CD25- T cells",2,7,"treated","control","This study investigates the effects of IL-6 stimulation on CD4+CD25- T cells isolated from human PBMCs.","GSE78922__GSE78922__grp_0002_vs_grp_0001__1"
"HGNC:6018||gain||vehicle_untreated","cgroup_L5_a25d0964","HGNC:6018","GSE78922","GSE78922__grp_0003_vs_grp_0001","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_type|CD4+CD25- T cells","vehicle","grp_0003","grp_0001","IL-6 stimulated CD4+CD25- T cells (additional replicates)","Unstimulated CD4+CD25- T cells","treatment=IL-6 ; cell_type=CD4+CD25- T cells","treatment=unstimulated ; cell_type=CD4+CD25- T cells",5,7,"treated","control","This study investigates the effects of IL-6 stimulation on CD4+CD25- T cells isolated from human PBMCs.","GSE78922__GSE78922__grp_0003_vs_grp_0001__1"
